id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_attribute_type,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
99400128537,Restaurant Khan Kaffrun,,,2005-07-23T12:34:07+02:00,2021-03-03T22:16:05.725689+01:00,,,340406,C Torrent de les Flors,39,,31,la Vila de Gràcia,06,Gràcia,08024,True,,214319,20001,Telèfons,Tel.,char,931176802,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429833.41155571875,4584152.597553994,41.40585683850987,2.1605251745234435
99400128889,Restaurant Vitali Pizza *Taxdirt,,,2005-07-23T12:37:19+02:00,2021-03-03T22:16:05.791062+01:00,,,332306,C Taxdirt,13,,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,08025,True,,213180,20001,Telèfons,Tel.,char,933030735,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430226.5486719518,4584464.769591224,41.40870267878341,2.1651922056353037
75990058701,Restaurant Pizzeria La Piazzenza,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:21.860676+01:00,,,142300,Av Gaudí,16,,06,la Sagrada Família,02,Eixample,08025,True,,138402,20001,Telèfons,Tel.,char,934509952,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431009.0371458978,4584100.951299496,41.40549343207522,2.174594863077314
75990043448,Restaurant La Llimona,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:23.361871+01:00,,,089605,C Constança,6,,19,les Corts,04,Les Corts,08029,True,,137885,20001,Telèfons,Tel.,char,934303562,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,427786.8858585479,4582184.357322784,41.38794847130155,2.1362778541297525
75990107723,Restaurant Guixot,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:29.629605+01:00,,,282605,C Riereta,8,,01,el Raval,01,Ciutat Vella,08001,True,,142879,20001,Telèfons,Tel.,char,933299553,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430404.9016314155,4581119.458264507,41.378588030382765,2.1677103369444106
75990086838,Restaurant Pizzeria Pizza Ràpid *Torrent de l'Olla,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:51.545212+01:00,,,208001,C Torrent de l'Olla,157,,31,la Vila de Gràcia,06,Gràcia,08012,True,,140753,20001,Telèfons,Tel.,char,932376448,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429340.367378323,4583995.259985708,41.40439657258267,2.1546453636795992
75990072989,Bar Restaurant Xinès Braseria Sibelius,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:54.940537+01:00,,,173406,C Sibelius,5,,64,el Camp de l'Arpa del Clot,10,Sant Martí,08026,True,,139860,20042,Telèfons,No tenen telèfon,char,,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431952.7478698312,4584636.984263694,41.41040174971048,2.1858240059438474
98012144239,Restaurant Domino's Pizza *Sicília,,,1998-01-12T00:00:00+01:00,2021-03-03T22:15:49.433188+01:00,,,325005,C Sicília,382,,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,08025,True,,199858,20001,Telèfons,Tel.,char,933480682,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430491.58316902764,4584118.733020141,41.40560901105783,2.168402645623733
75990303238,Restaurant Siempre Viva,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:37.130682+01:00,,,224904,Pg Joan Borbó Comte Barcelona,7,,03,la Barceloneta,01,Ciutat Vella,08003,True,,150294,20001,Telèfons,Tel.,char,933197031,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,432046.08362498693,4581360.081249763,41.38089553185633,2.1873083788805574
75990348239,Restaurant Kuletos,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:54.590633+01:00,,,367504,C Doctor Trueta,220,,68,el Poblenou,10,Sant Martí,08005,True,,152380,20001,Telèfons,Tel.,char,932254394,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,433440.9586746901,4583323.144372957,41.3986929621385,2.2037730510269
75990348245,Restaurant Amigó,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:38.360405+01:00,,,329902,C Tamarit,181,,10,Sant Antoni,02,Eixample,08011,True,,151179,20001,Telèfons,Tel.,char,934254950,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429906.2484605262,4581212.841249991,41.37938581750007,2.16173674008508
75990348246,Restaurant Marisqueria La Caleta de Sants,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:54.593729+01:00,,,045803,Ctra Bordeta,54,,15,Hostafrancs,03,Sants-Montjuïc,08014,True,,152646,20001,Telèfons,Tel.,char,930093713,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428510.79316266073,4580581.779117886,41.373579293905934,2.1451244436644528
99400147780,Restaurant Caldeni,,,2005-11-21T13:38:00+01:00,2021-03-03T22:16:07.361338+01:00,,,350308,C València,452,,06,la Sagrada Família,02,Eixample,08013,True,,,,,,,,,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431210.2402510446,4583808.68319081,41.40287831084243,2.1770350261519553
75990348458,Restaurant Minyam,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:55.571111+01:00,,,270901,Pujades,187,,68,el Poblenou,10,Sant Martí,08005,True,,151595,20001,Telèfons,Tel.,char,933483618,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,433247.1834761181,4583733.8793285405,41.40237627924434,2.201409900124726
75990097659,Restaurant Pa i Trago,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:24.995295+01:00,,,246000,C Parlament,41,,10,Sant Antoni,02,Eixample,08015,True,,142913,20001,Telèfons,Tel.,char,934411037,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430041.81919244095,4580972.048628446,41.377228873203755,2.1633856820034576
75990271638,Restaurant Xinès Maravilloso,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:58.506944+01:00,,,152905,Rda Guinardó,19,,33,el Baix Guinardó,07,Horta-Guinardó,08024,True,,148822,20001,Telèfons,Tel.,char,934561737,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430034.0364535105,4584889.996405391,41.41251580606136,2.1628399511343073
75990100474,Bar Restaurant Andres y Juan,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:24.363704+01:00,,,258509,C Pitàgores,10,,44,Vilapicina i la Torre Llobeta,08,Nou Barris,08031,True,,142527,20001,Telèfons,Tel.,char,933586350,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430285.49964867707,4586641.040389881,41.42830864989901,2.1656466203006257
75990100687,Bar Restaurant Rodrigo,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:21.355707+01:00,,,260103,C Argenteria,67,,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,08003,True,,141972,20001,Telèfons,Tel.,char,933103020,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431555.4703326519,4581666.859156711,41.38361700811821,2.1814068336089503
99400158448,Restaurant La Llavor dels Origens *Gràcia,,,2006-05-08T17:55:15+02:00,2021-03-03T22:16:06.905875+01:00,,,274800,C Ramón y Cajal,12,,31,la Vila de Gràcia,06,Gràcia,08012,True,,215916,20001,Telèfons,Tel.,char,932136031,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429615.0227627785,4583743.435498937,41.40215257562663,2.1579602143028973
99400158553,Restaurant Patagonia Beef & Wine,,,2006-05-09T13:41:44+02:00,2021-03-03T22:16:06.923859+01:00,,,169409,G.V. Corts Catalanes,660,,07,la Dreta de Eixample,02,Eixample,08010,True,,216781,20040,Telèfons,Reserves,char,933043735,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430691.54955763987,4582510.7097464,41.39114334315683,2.170978871976545
75990034448,Restaurant Mesón David,,,1996-09-17T00:00:00+02:00,2021-03-03T22:14:45.219965+01:00,,,068503,C Carretes,63,,01,el Raval,01,Ciutat Vella,08001,True,,,,,,,,,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430471.6280229871,4580924.11018507,41.376834358096865,2.1685306484015197
98131142749,Restaurant La Singular,,,1998-05-11T00:00:00+02:00,2021-03-03T22:15:46.787989+01:00,,,133004,C Francisco Giner,50,,31,la Vila de Gràcia,06,Gràcia,08012,True,,200467,20001,Telèfons,Tel.,char,932375098,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429648.9884853994,4583491.733960954,41.399888564299424,2.1583957658563686
291123115,Restaurant Amalur,273135303,Abba Sants Hotel - HB-004078,2000-10-17T00:00:00+02:00,2018-07-26T15:25:51+02:00,,,231502,C Numància,32,,18,Sants,03,Sants-Montjuïc,08029,True,,130942,20003,Telèfons,Centraleta,char,936003131,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428095.33598797664,4581587.37721418,41.38259933124575,2.140037595813991
92086036455,Restaurant Cafeteria Don Jabugo,,,1991-07-17T00:00:00+02:00,2021-03-03T22:15:55.503752+01:00,,,087304,C Comte de Salvatierra,5,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08006,True,,171146,20001,Telèfons,Tel.,char,932187188,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429295.9829966419,4583104.513664413,41.396370050254546,2.154218443943705
75990018471,Restaurant Cerveseria O'Brindis,,,1996-09-17T00:00:00+02:00,2021-03-03T22:14:16.175236+01:00,,,023403,C Aribau,282,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08006,True,,135215,20001,Telèfons,Tel.,char,932095530,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428715.9875909166,4583301.65461961,41.39809441882906,2.1472578994398095
92086002841,Bar Restaurant Mig - Amic,,,1984-05-30T00:00:00+02:00,2021-03-03T22:15:31.772693+01:00,,,170306,Ptge Josep Llovera,1,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08021,True,,160276,20001,Telèfons,Tel.,char,932006351,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428817.0806657708,4583031.458276599,41.39566981875309,2.148498871031572
75990081311,Bar Restaurant Montesquiu,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:22.326546+01:00,,,191703,C Mandri,56,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08022,True,,141012,20001,Telèfons,Tel.,char,934173061,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,427493.8443067873,4584041.499143941,41.40464861245471,2.132550871205867
75990031187,Bar Restaurant El Lagarto de Jaen,,,1996-09-17T00:00:00+02:00,2021-03-03T22:14:15.541912+01:00,,,055002,C Calderón de la Barca,71,,37,el Carmel,07,Horta-Guinardó,08032,True,,136742,20001,Telèfons,Tel.,char,934293149,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429507.8353586823,4585870.6677364325,41.42130234641424,2.1564301944478954
75990013458,Restaurant Sal i Pebre,,,1996-09-17T00:00:00+02:00,2021-03-03T22:14:12.033652+01:00,,,008308,C Alfambra,14,,21,Pedralbes,04,Les Corts,08034,True,,134943,20001,Telèfons,Tel.,char,932053658,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,425812.29208066646,4582052.661180318,41.38658265447147,2.1126790640825313
75990044292,Restaurant Japonès Koyuki,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:53.390467+01:00,,,090502,C Còrsega,242,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08036,True,,137928,20001,Telèfons,Tel.,char,932378490,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429343.0876176115,4582729.682330923,41.39299822049364,2.154825598113845
75990020800,Bar Restaurant Piratas,,,1996-09-17T00:00:00+02:00,2021-03-03T22:15:48.462385+01:00,,,028305,C Ausiàs Marc,157,,05,el Fort Pienc,02,Eixample,08013,True,,134887,20001,Telèfons,Tel.,char,932457642,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431798.7636469503,4583247.914779592,41.39787778078167,2.1841382995884286
75990284383,Restaurant Royal Express,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:37.816537+01:00,,,065200,C Cardenal Reig,18,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,True,,148742,20001,Telèfons,Tel.,char,934401403,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,425983.57764824317,4580995.714533179,41.37707897668924,2.114856588128634
75990070631,Restaurant Cerveseria Salsitxeria Otto Sylt *Gran Via,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:20.789645+01:00,,,169409,G.V. Corts Catalanes,622,,07,la Dreta de Eixample,02,Eixample,08007,True,,139131,20001,Telèfons,Tel.,char,934125168,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430343.22401371325,4582169.555003553,41.38804058234797,2.166852088820574
96319175149,Cocteleria Scluples,75990407878,Hotel Crowne Plaza Barcelona - Fira Center - HB-003940,1996-11-14T00:00:00+01:00,2021-03-03T22:15:48.559822+01:00,,,284101,Av Rius i Taulet,1,,11,el Poble-sec,03,Sants-Montjuïc,08004,True,,195170,20001,Telèfons,Tel.,char,934262223,True,,55734069,Cocteleries,Planol BCN >> Cultura i lleure >> Espais de música i copes >> Cocteleries,651,0065103002003001,429298.9435194027,4580479.950277779,41.37273177989542,2.1545601154313605
96319175149,Cocteleria Scluples,75990407878,Hotel Crowne Plaza Barcelona - Fira Center - HB-003940,1996-11-14T00:00:00+01:00,2021-03-03T22:15:48.559822+01:00,,,284101,Av Rius i Taulet,1,,11,el Poble-sec,03,Sants-Montjuïc,08004,True,,195170,20001,Telèfons,Tel.,char,934262223,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429298.9435194027,4580479.950277779,41.37273177989542,2.1545601154313605
96319175321,Restaurant El Mall,75990407878,Hotel Crowne Plaza Barcelona - Fira Center - HB-003940,1996-11-14T00:00:00+01:00,2021-03-03T22:15:48.940976+01:00,,,284101,Av Rius i Taulet,1,,11,el Poble-sec,03,Sants-Montjuïc,08004,True,,195172,20001,Telèfons,Tel.,char,934262223,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429298.9435194027,4580479.950277779,41.37273177989542,2.1545601154313605
97015134624,Restaurant Cafeteria Hotel Calderon,75990037405,NH Collection Barcelona Gran Hotel Calderón - HB-002059,1997-01-15T00:00:00+01:00,2021-03-03T22:15:44.667105+01:00,,,074506,Rbla Catalunya,26,,07,la Dreta de Eixample,02,Eixample,08007,True,,196093,20001,Telèfons,Tel.,char,933010000,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430302.27537698695,4582337.341357935,41.38954823222895,2.1663430564629937
75990210028,Restaurant La Lubina,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:57.930092+01:00,,,361406,C Viladomat,257,,09,la Nova Esquerra de l'Eixample,02,Eixample,08029,True,,146761,20001,Telèfons,Tel.,char,934300333,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428762.2654108555,4582028.142054042,41.38662846977299,2.1479612369741385
75990071441,Restaurant PizzaBulls,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:22.815530+01:00,,,169409,G.V. Corts Catalanes,972,,71,Provençals del Poblenou,10,Sant Martí,08018,True,,139337,20001,Telèfons,Tel.,char,932660227,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,432860.09306477924,4584597.060834278,41.41011847620071,2.196683664915369
98026093630,Restaurant La Mostra,,,1998-01-26T00:00:00+01:00,2021-03-03T22:15:48.538266+01:00,,,282401,C Riera de Sant Miquel,11,,31,la Vila de Gràcia,06,Gràcia,08006,True,,199887,20001,Telèfons,Tel.,char,932371353,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429557.44643479673,4583205.3207356315,41.39730092954923,2.1573340912894343
75990052543,Restaurant El Trapio,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:49.996912+01:00,,,114600,C Esperança,25,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08017,True,,138094,20001,Telèfons,Tel.,char,932115817,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,427092.2242069713,4584047.783996309,41.404668894764306,2.1277457445932186
75990329420,Restaurant Quasi Queviures,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:38.476632+01:00,,,148307,Pg Gràcia,24,,07,la Dreta de Eixample,02,Eixample,08007,True,,150424,20001,Telèfons,Tel.,char,933174512,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430434.1630805004,4582407.840697223,41.39019461435919,2.1679123134995018
75990225132,Xarcuteria Restaurant La Pineda,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:31.675810+01:00,,,256004,C Pi,16,,02,el Barri Gòtic,01,Ciutat Vella,08002,True,,147014,20001,Telèfons,Tel.,char,933024393,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430934.592362847,4581695.224753619,41.38381942717798,2.173978667801246
75990038452,Restaurant Can Lluís,,,1996-09-17T00:00:00+02:00,2021-03-03T22:14:17.216090+01:00,,,076501,C Cera,49,,01,el Raval,01,Ciutat Vella,08001,True,,135982,20001,Telèfons,Tel.,char,934411187,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430205.14358356956,4581072.029686271,41.3781435539685,2.1653271297069896
75990064632,Restaurant Racó de la Vila,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:22.656359+01:00,,,148704,C Ciutat de Granada,33,,68,el Poblenou,10,Sant Martí,08005,True,,139183,20001,Telèfons,Tel.,char,933091025,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,433046.1355370539,4583192.943565076,41.39748749945579,2.199064733059596
75990172207,Restaurant - Brasseria El Jardí de l'Àpat,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:31.188985+01:00,,,005707,C Albert Llanas,2,,34,Can Baró,07,Horta-Guinardó,08024,True,,145518,20001,Telèfons,Tel.,char,932857750,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429746.8681872211,4585154.968762599,41.41487726028202,2.1593734970685254
75990299408,Restaurant Il Commendatore,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:36.266773+01:00,,,349706,C Comte d'Urgell,247,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08036,True,,150164,20001,Telèfons,Tel.,char,933225553,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428626.85461823497,4582541.477016686,41.39123988324826,2.146281344972764
93251090048,Restaurant Chiringuito Las Sardinitas,,,1993-09-08T00:00:00+02:00,2021-03-03T22:15:37.497702+01:00,,,700654,Av Litoral,36,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,True,,174916,20001,Telèfons,Tel.,char,932211401,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,433125.8989316417,4582339.17891025,41.389804499250005,2.200113089894403
75990085350,Restaurant Sporting,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:52.138016+01:00,,,203100,C Maspons,16,,31,la Vila de Gràcia,06,Gràcia,08012,True,,140618,20001,Telèfons,Tel.,char,932188578,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429493.78096184577,4583642.515457971,41.4012330029101,2.156521661559593
75990027494,Restaurant Creperia Crep Nova,,,1996-09-17T00:00:00+02:00,2021-03-03T22:14:18.135755+01:00,,,044709,Pg Bonanova,12,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08022,True,,136119,20001,Telèfons,Tel.,char,932115597,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,427428.8369098587,4584173.420843516,41.40583090837718,2.1317574037772324
75990020777,Bar Restaurant Bierzo,,,1996-09-17T00:00:00+02:00,2021-03-03T22:15:48.458375+01:00,,,028305,C Ausiàs Marc,138,,05,el Fort Pienc,02,Eixample,08013,True,,134886,20001,Telèfons,Tel.,char,932311420,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431798.80965267186,4583217.477076509,41.39760364142927,2.1841422783654854
75990359900,Restaurant Little Italy * Rec,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:43.129668+01:00,,,276908,C Rec,30,,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,08003,True,,151407,20001,Telèfons,Tel.,char,933197973,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431665.81422154815,4581855.758335558,41.385327749698426,2.1827051073926054
75990359930,Restaurant Bonaire,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:59.229084+01:00,,,051205,C Buenos Aires,48,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08036,True,,151408,20001,Telèfons,Tel.,char,934109867,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428753.41435150005,4582714.790352477,41.392812072445615,2.147774620824001
94200164326,Restaurant Les Quinze Nits,,,1994-07-19T00:00:00+02:00,2021-03-03T22:15:43.232339+01:00,,,276001,Pl Reial,6,,02,el Barri Gòtic,01,Ciutat Vella,08002,True,,177804,20001,Telèfons,Tel.,char,933173075,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431024.6415623541,4581329.73133913,41.38053526178788,2.1750971513878627
75990348274,Restaurant Casa Amàlia,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:38.367242+01:00,,,208908,Ptge Mercat,14,,07,la Dreta de Eixample,02,Eixample,08009,True,,151588,20001,Telèfons,Tel.,char,934589458,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430503.7482667497,4583073.208220169,41.39619337677356,2.16866819641164
75990081993,Restaurant Can Ramonet,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:21.849757+01:00,,,194100,C La Maquinista,17,,03,la Barceloneta,01,Ciutat Vella,08003,True,,141121,20001,Telèfons,Tel.,char,933193064,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,432182.55829906557,4581355.218324632,41.380863247601354,2.18894092839588
75990348284,Restaurant Xinès Kao Dim Sum,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:54.603233+01:00,,,232800,C Bisbe Sivilla,48,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08022,True,,151589,20001,Telèfons,Tel.,char,934173064,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,427607.7232192252,4583954.476017006,41.40387509499753,2.133923554187772
75990348356,Bar Restaurant Carmel,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:55.547142+01:00,,,051500,C Buïgas,26,,24,les Tres Torres,05,Sarrià-Sant Gervasi,08017,True,,151591,20001,Telèfons,Tel.,char,932047358,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,427482.0076622878,4582925.335028171,41.39459472644697,2.1325429693220435
94134192623,Restaurant Domino's Pizza *Joan Torras,,,1994-05-14T00:00:00+02:00,2021-03-03T22:14:29.482277+01:00,,,173508,C Joan Torras,25,,60,Sant Andreu,09,Sant Andreu,08030,True,,174747,20001,Telèfons,Tel.,char,932740101,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,432471.9422167389,4587679.295717681,41.437846650094365,2.191695745136286
75990162327,Restaurant Cal Pinxo Platja,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:52.817325+01:00,,,033305,C Baluard,124,,03,la Barceloneta,01,Ciutat Vella,08003,True,,145201,20001,Telèfons,Tel.,char,932215028,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,432293.2423203431,4580871.143071873,41.37651262775933,2.190318599786937
75990045433,Bar Restaurant Los Jardines,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:18.454317+01:00,,,343903,Trav Corts,350,,19,les Corts,04,Les Corts,08029,True,,137988,20001,Telèfons,Tel.,char,934300084,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428145.3743291069,4582394.653347237,41.38987462918046,2.1405402315188224
75990041086,Restaurant Japonès Tokyo Sushi,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:51.266401+01:00,,,086800,C Comtal,20,,02,el Barri Gòtic,01,Ciutat Vella,08002,True,,137762,20001,Telèfons,Tel.,char,933176180,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430895.1766836621,4581998.885782213,41.38655102485631,2.1734726684640524
92086026960,Restaurant Xinès Si-Chuan,,,1989-12-01T00:00:00+01:00,2021-03-03T22:15:54.834919+01:00,,,038900,C Benet Mateu,48,,23,Sarrià,05,Sarrià-Sant Gervasi,08034,True,,167773,20001,Telèfons,Tel.,char,932036048,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,426958.55176442466,4582854.935602281,41.39391329688948,2.1262905999971324
75990052139,Restaurant Los Caracoles,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:49.985179+01:00,,,112208,C Escudellers,14,,02,el Barri Gòtic,01,Ciutat Vella,08002,True,,138500,20001,Telèfons,Tel.,char,933023185,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431139.58046378504,4581237.14026629,41.379711165935234,2.1764821344405885
